keywords;acces;trash;kw_acces;kw_acces_tl;kw_acces_lots;kw_trash;kw_trash_tl;kw_trash_lots
2023-25;0;1;;2023-25+);0;"предложен - 4; открыт - 4; торг - 3; распределительн - 3; 2023-25г.г - 3";2023-25+(предложен/открыт/торг/распределительн/2023-25г.г);4
исключительн;0;1;"неисключительн - 8; приобретен - 7; прав - 7; лицензи - 5; использован - 3";исключительн+(неисключительн/приобретен/прав/лицензи/использован);8;"программн - 9; техническ - 9; поддержк - 9; неисключительн - 8; прав - 7";исключительн+(программн/техническ/поддержк/неисключительн/прав);9
видеонабл.,г.новороссийск;0;1;;видеонабл.,г.новороссийск+);0;"выполнен - 1; работ - 1; проектирован - 1; сист - 1";видеонабл.,г.новороссийск+(выполнен/работ/проектирован/сист);1
лесн;0;1;;лесн+);0;"открыт - 1; предложен - 1; выполнен - 1; работ - 1; обеспечен - 1";лесн+(открыт/предложен/выполнен/работ/обеспечен);1
участках;0;1;;участках+);0;"открыт - 1; предложен - 1; выполнен - 1; работ - 1; обеспечен - 1";участках+(открыт/предложен/выполнен/работ/обеспечен);1
№166922;0;1;;№166922+);0;"открыт - 1; предложен - 1; выполнен - 1; работ - 1; обеспечен - 1";№166922+(открыт/предложен/выполнен/работ/обеспечен);1
контейнерн;0;1;;контейнерн+);0;"открыт - 1; предложен - 1; торг - 1; 2024г - 1; 2023г - 1";контейнерн+(открыт/предложен/торг/2024г/2023г);1
1000115.t;0;1;;1000115.t+);0;"торг - 1; 168333_т - 1; волс - 1; янао - 1";1000115.t+(торг/168333_т/волс/янао);1
нарушения;0;1;;нарушения+);0;"оказан - 1; услуг - 1; противодейств - 1; исключительн - 1; прав - 1";нарушения+(оказан/услуг/противодейств/исключительн/прав);1
противодейств;0;1;;противодейств+);0;"оказан - 1; услуг - 1; нарушени - 1; исключительн - 1; прав - 1";противодейств+(оказан/услуг/нарушени/исключительн/прав);1
siebel;0;1;;siebel+);0;"открыт - 1; предложен - 1; прав - 1; заключен - 1; рамочн - 1";siebel+(открыт/предложен/прав/заключен/рамочн);1
задач;0;1;;задач+);0;"открыт - 1; предложен - 1; прав - 1; заключен - 1; рамочн - 1";задач+(открыт/предложен/прав/заключен/рамочн);1
автоматик;0;1;;автоматик+);0;"открыт - 1; предложен - 1; торг - 1; 2024г - 1; 2023г - 1";автоматик+(открыт/предложен/торг/2024г/2023г);1
северо-кавказск;0;1;;северо-кавказск+);0;"открыт - 1; предложен - 1; торг - 1; 2024г - 1; 2023г - 1";северо-кавказск+(открыт/предложен/торг/2024г/2023г);1
167920-2;0;1;;167920-2+);0;"открыт - 1; предложен - 1; торг - 1; интерференц - 1; устранен - 1";167920-2+(открыт/предложен/торг/интерференц/устранен);1
№166791;0;1;;№166791+);0;"при - 1; предложен - 1; выполнен - 1; работ - 1; реконструкц - 1";№166791+(при/предложен/выполнен/работ/реконструкц);1
реагирован;0;1;;реагирован+);0;"169017_уведомлен - 1; результатах - 1; свердловск - 1; объектах - 1; пожар - 1";реагирован+(169017_уведомлен/результатах/свердловск/объектах/пожар);1
уязвимостя;0;1;;уязвимостя+);0;"управлен - 2; открыт - 1; предложен - 1; прав - 1; заключен - 1";уязвимостя+(управлен/открыт/предложен/прав/заключен);1
сигн;0;1;"поставк - 4; сигнализаци - 2; парт - 1; оповещател - 1; извещател - 1";сигн+(поставк/сигнализаци/парт/оповещател/извещател);4;"сист - 21; работ - 12; сигнализац - 12; контр - 9; оборудован - 9";сигн+(сист/работ/сигнализац/контр/оборудован);14
соут;0;1;;соут+);0;"открыт - 1; предложен - 1; прав - 1; заключен - 1; рамочн - 1";соут+(открыт/предложен/прав/заключен/рамочн);1
янгел;0;1;;янгел+);0;"при - 1; предложен - 1; выполнен - 1; работ - 1; реконструкц - 1";янгел+(при/предложен/выполнен/работ/реконструкц);1
vrv-систем;0;1;;vrv-систем+);0;"модернизац - 1; кондиционирован - 1; офисн - 1; помещениях - 1; тверск - 1";vrv-систем+(модернизац/кондиционирован/офисн/помещениях/тверск);1
111б(торг;0;1;;111б(торг+);0;"при - 1; предложен - 1; выполнен - 1; работ - 1; реконструкц - 1";111б(торг+(при/предложен/выполнен/работ/реконструкц);1
производственн;0;1;;производственн+);0;"открыт - 1; предложен - 1; прав - 1; заключен - 1; рамочн - 1";производственн+(открыт/предложен/прав/заключен/рамочн);1
